BaseID,Name,combat_type,alignment,role,categories,ability_classes,image,ship,era,unit_relic_all,unit_relic_guilds_100,unit_relic_kyber_1000
TIEFIGHTERPILOT,TIE Fighter Pilot,1,Dark Side,Attacker,Empire|Imperial Remnant,Foresight|AoE|Gain Turn Meter|Ability Block|Buff Immunity|Tenacity Down,https://game-assets.swgoh.gg/textures/tex.charui_tiepilot.png,TIEFIGHTERIMPERIAL,Legacy,5,5,6
TRENCH,Admiral Trench,1,Dark Side,Support,Leader|Separatist,Bonus Turn|Remove Turn Meter|Gain Turn Meter|+Defense|Protection Over Time|Heal Over Time|Counter|Tactical Supremacy|Foresight|Stagger|Dispel|+Speed|Buff Immunity|Advantage|Assist|Healing Immunity|Shock|Ability Block|+Max Health|Burning|Fear|Tenacity Up|Protection Up|Stun|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_admiraltrench.png,,Conquest,5,7,7
TRIPLEZERO,0-0-0,1,Dark Side,Support,Droid|Scoundrel,Counter|Reduce Cooldowns|AoE|Target Lock|Torture|Dispel|Shock|Stun|Gain Turn Meter|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_triplezero.png,,Legacy,5,7,7
TUSKENCHIEFTAIN,Tusken Chieftain,1,Dark Side,Support,Leader|Tusken,Bonus Turn|Damage Over Time|Momentum|Reduce Cooldowns|Protection Up|Assist|Remove Turn Meter|Dispel|Stun|Relic Scaling|Gain Turn Meter|+Tenacity|+Defense,https://game-assets.swgoh.gg/textures/tex.charui_tuskenchieftain.png,,Legacy,5,5,7
TUSKENHUNTRESS,Tusken Warrior,1,Dark Side,Attacker,Tusken,Bonus Turn|Counter|Damage Over Time|Bonus Attack|Momentum|AoE|Defense Down|Reset Cooldown|Dispel|Critical Damage Up,https://game-assets.swgoh.gg/textures/tex.charui_tuskenhuntress.png,,Legacy,5,6,7
TUSKENRAIDER,Tusken Raider,1,Dark Side,Attacker,Tusken,Counter|Assist|Remove Turn Meter|Taunt|Dispel|+Speed|Revive,https://game-assets.swgoh.gg/textures/tex.charui_tuskenraider.png,,Legacy,5,5,6
TUSKENSHAMAN,Tusken Shaman,1,Dark Side,Healer,Tusken,Damage Over Time|Offense Up|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_tuskenshaman.png,,Legacy,5,5,5
UGNAUGHT,Ugnaught,1,Light Side,Support,,Defense Down|Stun|AoE|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_ugnaught.png,,Legacy,6,7,7
UNDERCOVERLANDO,Skiff Guard (Lando Calrissian),1,Light Side,Attacker,Hutt Cartel|Scoundrel|Smuggler,Bonus Turn|Counter|Damage Over Time|Bonus Attack|Health Up|Defense Up|Assist|Dispel|Potency Up|+Speed|Armor Shred|Speed Up|Retribution|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_undercoverlando.png,,Legacy,5,7,8
URORRURRR,URoRRuR'R'R,1,Dark Side,Support,Leader|Tusken,Stun|Gain Turn Meter|Speed Up|Offense Up|+Defense,https://game-assets.swgoh.gg/textures/tex.charui_urorrurrr.png,,Legacy,5,5,5
VADER,Darth Vader,1,Dark Side,Attacker,Leader|Empire|Sith,Bonus Turn|Counter|Damage Over Time|Fear|AoE|Remove Turn Meter|Taunt|Dispel|Speed Down|+Speed|Gain Turn Meter|Stun|Ability Block|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_vader.png,TIEADVANCED,Legacy,7,7,8
VADERDUELSEND,Darth Vader (Duel's End),1,Dark Side,Attacker,Empire|Sith,Bonus Turn|Gain Turn Meter|Counter|Defense Up|Taunt|Deathmark|Dispel|Potency Up|+Speed|Fracture|Marked|Buff Immunity|Revive|Reduce Cooldowns|AoE|Assist|Shock|Daze|Ability Block|Burning|Damage Over Time|Fear|Speed Down|Evasion Down|Stun,https://game-assets.swgoh.gg/textures/tex.charui_vaderduelsend.png,,Anniversary,5,7,8
VANE,Vane,1,Dark Side,Tank,Pirate|Scoundrel|Order 66 Raid,Counter|Offense Down|AoE|Protection Up|Defense Down|Taunt|Dispel|Potency Down|Stun|Evasion Down|Daze|Profit|Purge|Evasion Up|Offense Up|Tenacity Down,https://game-assets.swgoh.gg/textures/tex.charui_vane.png,,Piracy,7,9,9
VANGUARDTEMPLEGUARD,Temple Guard,1,Light Side,Tank,Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,Counter|Bonus Attack|Critical Avoidance Up|AoE|Protection Up|Defense Down|Remove Turn Meter|Taunt|Dispel|Gain Turn Meter|Ability Block|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_vanguardtempleguard.png,,Revenge of the Sith,6,9,9
VEERS,General Veers,1,Dark Side,Support,Leader|Empire|Imperial Trooper,AoE|Assist|+Speed|Gain Turn Meter|Ability Block|Speed Up|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_veers.png,,Legacy,3,5,6
VEL,Vel Sartha,1,Light Side,Support,Rebel|Rebel Fighter,Counter|Offense Down|AoE|Blind|Assist|Deflective Ward|Expose|Dispel|Critical Chance Up|Protection Up|Reset Cooldown|Gain Turn Meter|Resilient Defense|Undermine|Critical Damage Up|Damage Immunity,https://game-assets.swgoh.gg/textures/tex.charui_vel.png,,Andor,2,7,7
VISASMARR,Visas Marr,1,Light Side,Healer,Unaligned Force User,Counter|AoE|Assist|Dispel|Defense Penetration Up|Revive|Health Steal Up,https://game-assets.swgoh.gg/textures/tex.charui_visas.png,,Legacy,5,7,7
WAMPA,Wampa,1,Dark Side,Attacker,,Counter|Damage Over Time|AoE|Expose|Healing Immunity|Protection Up|Stagger|Dispel|Stun|Daze|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_wampa.png,,Legacy,5,7,8
WATTAMBOR,Wat Tambor,1,Dark Side,Support,Separatist,Bonus Turn|Damage Over Time|Assist|Remove Turn Meter|Taunt|Dispel|Gain Turn Meter|Heal Over Time|Revive|Protection Over Time|Anti-Revive,https://game-assets.swgoh.gg/textures/tex.charui_wattambor.png,,Legacy,7,7,7
WEDGEANTILLES,Wedge Antilles,1,Light Side,Attacker,Leader|Rebel|Rebel Fighter,Defense Down|+Max Health|AoE|+Speed,https://game-assets.swgoh.gg/textures/tex.charui_rebelpilot_wedge.png,XWINGRED2,Legacy,3,4,5
WICKET,Wicket,1,Light Side,Attacker,Ewok,AoE|Assist|Critical Chance Up|Gain Turn Meter|Critical Damage Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_ewok_wicket.png,,Legacy,3,3,5
WRECKERS3,Wrecker (Mercenary),1,Light Side,Tank,Bad Batch|Mercenary|Order 66 Raid,Bonus Turn|Counter|Defense Up|AoE|Healing Immunity|Defense Down|Remove Turn Meter|Reset Cooldown|Dispel|Stagger|Speed Down|Soldier of Fortune|Gain Turn Meter|Taunt|Tenacity Down|Revive|Stealth|Disarm,https://game-assets.swgoh.gg/textures/tex.charui_wreckers3.png,,the Cavalry,5,7,8
YODACHEWBACCA,Yoda & Chewie,1,Light Side,Support,Galactic Republic|Jedi|Wookiee,Counter|Damage Over Time|Fear|Foresight|Vulnerable|AoE|Assist|Remove Turn Meter|Dispel|Frenzy|+Speed|Gain Turn Meter|Off Balance|Speed Up|Retribution|Advantage|Disarm,https://game-assets.swgoh.gg/textures/tex.charui_yodachewbacca.png,,Anniversary,6,7,7
YODADSV,Yoda (Dark Side Vision),1,Dark Side,Healer,Sith,Bonus Turn|Counter|Stealth|AoE|Buff Disruption|Reset Cooldown|Dispel|Potency Up|+Speed|Daze|Gain Turn Meter|Stun|Heal Over Time|Revive|Damage Immunity|Protection Over Time|Anti-Revive,https://game-assets.swgoh.gg/textures/tex.charui_yodadsv.png,,Myths & Legends,,,
YOUNGCHEWBACCA,Vandor Chewbacca,1,Light Side,Tank,Mercenary|Scoundrel|Smuggler|Wookiee,Counter|Prepared|Protection Up|AoE|Revive|Advantage,https://game-assets.swgoh.gg/textures/tex.charui_chewbacca_vandor.png,,Legacy,5,6,7
YOUNGHAN,Young Han Solo,1,Light Side,Attacker,Mercenary|Scoundrel|Smuggler,Counter|Prepared|Protection Up|Assist|Speed Down|Retribution|Critical Damage Up,https://game-assets.swgoh.gg/textures/tex.charui_han_young.png,,Legacy,6,5,5
YOUNGLANDO,Young Lando Calrissian,1,Light Side,Attacker,Mercenary|Scoundrel|Smuggler,Bonus Turn|Counter|Prepared|Dispel|Potency Down|Potency Up|Gain Turn Meter|Ability Block|Speed Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_younglando.png,MILLENNIUMFALCONPRISTINE,Legacy,5,6,6
ZAALBAR,Zaalbar,1,Light Side,Tank,Mercenary|Old Republic|Scoundrel|Wookiee,Bonus Turn|Counter|Damage Over Time|Defense Up|AoE|Assist|Expose|Taunt|Dispel|+Speed|Armor Shred|Daze|Gain Turn Meter|Instant Defeat|Retribution|Revive|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_zaalbar.png,,Legacy,4,7,7
ZAMWESELL,Zam Wesell,1,Dark Side,Attacker,Leader|Bounty Hunter|Mercenary|Scoundrel,Counter|AoE|Dispel|Evasion Down|+Speed|Gain Turn Meter|Speed Up|Thermal Detonator|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_zamwesell.png,,Legacy,7,7,7
ZEBS3,"Garazeb ""Zeb"" Orrelios",1,Light Side,Tank,Rebel|Phoenix,Counter|Tenacity Up|Protection Up|Expose|Stagger|Stun|Gain Turn Meter|Daze|Retribution,https://game-assets.swgoh.gg/textures/tex.charui_zeb_s3.png,GHOST,Legacy,3,5,5
ZORIIBLISS_V2,Zorii Bliss,1,Light Side,Support,Resistance|Scoundrel|Smuggler,Bonus Turn|Heal|Remove Turn Meter|Gain Turn Meter|Critical Damage Up|Damage Immunity|Counter|Critical Hit Immunity|Taunt|Dispel|+Speed|Retribution|AoE|Assist|Expose|Healing Immunity|Tenacity Up|Protection Up|Speed Down|Stun|Speed Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_zoriibliss.png,COMEUPPANCE,Legacy,5,5,7
ZUCKUSS,Zuckuss,1,Dark Side,Tank,Leader|Bounty Hunter|Scoundrel|Unaligned Force User,Counter|Bonus Attack|Foresight|Protection Up|Assist|Taunt|Dispel|Stun|+Speed|Daze|Gain Turn Meter|Speed Up|Stealth|Accuracy Down,https://game-assets.swgoh.gg/textures/tex.charui_zuckuss.png,,Deadly Pursuits,5,7,7
ARC170CLONESERGEANT,Clone Sergeant's ARC-170,2,Light Side,Tank,Galactic Republic|Clone Trooper,Defense Up|Taunt|Target Lock|Protection Up,https://game-assets.swgoh.gg/textures/tex.charui_arc170.png,,Legacy,,,
ARC170REX,Rex's ARC-170,2,Light Side,Tank,Galactic Republic|Clone Trooper,Defense Up|Target Lock|Gain Turn Meter|Health Up|Remove Turn Meter|Critical Chance Up,https://game-assets.swgoh.gg/textures/tex.charui_arc170_02.png,,Legacy,,,
BLADEOFDORIN,Plo Koon's Jedi Starfighter,2,Light Side,Support,Galactic Republic|Jedi,Target Lock|Taunt|Dispel|Protection Up|Gain Turn Meter|Critical Hit Immunity|Health Up,https://game-assets.swgoh.gg/textures/tex.charui_jedi_fighter_bladeofdorin.png,,Legacy,,,
BWINGREBEL,Rebel B-wing,2,Light Side,Attacker,Rebel,Counter|Protection Up|Assist|Target Lock|Daze|Evasion Down|Defense Down|AoE|Retribution|Reset Cooldown|Accuracy Down|Bonus Turn|Ability Block|Dispel|Offense Up|Gain Turn Meter|Tactical Supremacy|Critical Damage Up|Defense Up|Advantage,https://game-assets.swgoh.gg/textures/tex.charui_bwingrebel.png,,Deadly Pursuits,,,
CAPITALCHIMAERA,Chimaera,2,Dark Side,Unknown,Capital Ship|Empire,Heal|Defense Up|Ability Block|Dispel|Offense Up|Speed Down|Defense Down|Foresight|AoE|Offense Down|Remove Turn Meter|Instant Defeat|Assist|Critical Chance Up,https://game-assets.swgoh.gg/textures/tex.charui_chimaera.png,,Legacy,,,
CAPITALEXECUTOR,Executor,2,Dark Side,Unknown,Capital Ship|Empire,Evasion Up|Potency Up|Target Lock|Taunt|Dispel|Protection Up|Expose|Breach Immunity|Gain Turn Meter|Chaff|Foresight|AoE|Breach|Tenacity Up|Stun|Assist|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_executor.png,,Legacy,,,
CAPITALFINALIZER,Finalizer,2,Dark Side,Unknown,Capital Ship|First Order,Offense Up|Bonus Turn|Target Lock|Dispel|Gain Turn Meter|AoE|Offense Down|Advantage|Critical Damage Up|Assist|+Speed,https://game-assets.swgoh.gg/textures/tex.charui_finalizer.png,,Legacy,,,
CAPITALJEDICRUISER,Endurance,2,Light Side,Unknown,Capital Ship|Galactic Republic|Jedi,Offense Up|Bonus Turn|Counter|Defense Up|Dispel|Protection Up|Target Lock|Taunt|Critical Hit Immunity|Gain Turn Meter|Defense Penetration Up|Retribution|Assist|Critical Chance Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_venator.png,,Legacy,,,
CAPITALLEVIATHAN,Leviathan,2,Dark Side,Unknown,Capital Ship|Sith|Sith Empire,Bonus Attack|Fear|Reset Cooldown|Bonus Turn|Counter|Daze|Dispel|Taunt|Breach Immunity|Critical Hit Immunity|Gain Turn Meter|Shock|AoE|Breach|Remove Turn Meter|Stun|Doubt|Assist,https://game-assets.swgoh.gg/textures/tex.charui_leviathan.png,,Legacy,,,
CAPITALMALEVOLENCE,Malevolence,2,Dark Side,Unknown,Capital Ship|Droid|Separatist,Dispel|Overcharge|Gain Turn Meter|AoE|Offense Down|Remove Turn Meter|Stun|Assist,https://game-assets.swgoh.gg/textures/tex.charui_malevolence.png,,Legacy,,,
CAPITALMONCALAMARICRUISER,Home One,2,Light Side,Unknown,Capital Ship|Rebel,Reset Cooldown|Bonus Turn|Dispel|Protection Up|Gain Turn Meter|AoE|Advantage|Assist,https://game-assets.swgoh.gg/textures/tex.charui_moncalamarilibertycruiser.png,,Legacy,,,
CAPITALNEGOTIATOR,Negotiator,2,Light Side,Unknown,Capital Ship|Galactic Republic|Jedi,Offense Up|Target Lock|Daze|Dispel|Protection Up|Critical Hit Immunity|Gain Turn Meter|AoE|Offense Down|Critical Damage Up|Assist|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_negotiator.png,,Legacy,,,
CAPITALPROFUNDITY,Profundity,2,Light Side,Unknown,Capital Ship|Rebel,Taunt|Counter|Protection Up|Speed Down|Burning|Tenacity Down|Assist|Daze|Critical Chance Down|AoE|Tenacity Up|Damage Immunity|Stealth|Marked|Offense Up|Bonus Turn|Ability Block|Dispel|Gain Turn Meter|Breach|Critical Damage Up|Buff Immunity|+Speed|Advantage|Stun|Vulnerable|Critical Chance Up,https://game-assets.swgoh.gg/textures/tex.charui_profundity.png,,Legacy,,,
CAPITALRADDUS,Raddus,2,Light Side,Unknown,Capital Ship|Resistance,Evasion Up|Healing Immunity|Dispel|Protection Up|Expose|Critical Hit Immunity|Gain Turn Meter|Foresight|AoE|Tenacity Up|Advantage|Assist|Stealth|Buff Immunity,https://game-assets.swgoh.gg/textures/tex.charui_raddus.png,,Legacy,,,
CAPITALSTARDESTROYER,Executrix,2,Dark Side,Unknown,Capital Ship|Empire,Offense Up|Potency Up|Counter|Ability Block|Target Lock|Expose|Gain Turn Meter|AoE|Defense Penetration Up|Retribution|Tenacity Down|Stun,https://game-assets.swgoh.gg/textures/tex.charui_stardestroyer.png,,Legacy,,,
COMEUPPANCE,Comeuppance,2,Light Side,Support,Resistance|Scoundrel|Smuggler,Potency Up|Bonus Turn|Counter|Dispel|Protection Up|Target Lock|Expose|Gain Turn Meter|Foresight|AoE|Remove Turn Meter|Critical Damage Up|Assist|Critical Chance Up,https://game-assets.swgoh.gg/textures/tex.charui_comeuppance.png,,Legacy,,,
COMMANDSHUTTLE,Kylo Ren's Command Shuttle,2,Dark Side,Support,First Order,Healing Immunity|Counter|Ability Block|Dispel|Protection Up|Gain Turn Meter|Remove Turn Meter|Advantage|+Speed,https://game-assets.swgoh.gg/textures/tex.charui_upsilon_shuttle_kylo.png,,Legacy,,,
EBONHAWK,Ebon Hawk,2,Light Side,Support,Old Republic|Cargo Ship,Bonus Attack|Target Lock|Evasion Down|Dispel|Gain Turn Meter|Chaff|Foresight|AoE|Buff Immunity,https://game-assets.swgoh.gg/textures/tex.charui_ebonhawk.png,,Legacy,,,
EMPERORSSHUTTLE,Emperor's Shuttle,2,Dark Side,Support,Empire|Sith,Offense Up|Target Lock|Taunt|Dispel|Protection Up|Critical Hit Immunity|Critical Damage Down|Tenacity Down|Buff Immunity,https://game-assets.swgoh.gg/textures/tex.charui_imperialshuttle.png,,Legacy,,,
FIRSTORDERTIEECHELON,TIE Echelon,2,Dark Side,Tank,First Order,Target Lock|Counter|Taunt|Protection Up|Advantage|Assist|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_firstordertieechelon.png,,Legacy,,,
FURYCLASSINTERCEPTOR,Fury-class Interceptor,2,Dark Side,Support,Sith|Sith Empire,Reduce Cooldowns|Healing Immunity|Bonus Turn|Ability Block|Dispel|Protection Up|Taunt|Gain Turn Meter|Defense Down|Shock|Burning|Assist,https://game-assets.swgoh.gg/textures/tex.charui_furyclassinterceptor.png,,Conquest,,,
GAUNTLETSTARFIGHTER,Gauntlet Starfighter,2,Dark Side,Support,Empire,Heal|Target Lock|Dispel|Protection Up|Buff Immunity|+Speed,https://game-assets.swgoh.gg/textures/tex.charui_gauntlet.png,,Legacy,,,
GEONOSIANSTARFIGHTER1,Sun Fac's Geonosian Starfighter,2,Dark Side,Tank,Separatist|Geonosian,Taunt|Target Lock|Gain Turn Meter|Remove Turn Meter|Stun,https://game-assets.swgoh.gg/textures/tex.charui_geonosis_fighter_sunfac.png,,Legacy,,,
GEONOSIANSTARFIGHTER2,Geonosian Soldier's Starfighter,2,Dark Side,Attacker,Separatist|Geonosian,Offense Up|Target Lock|Evasion Down|Gain Turn Meter|Remove Turn Meter|Assist,https://game-assets.swgoh.gg/textures/tex.charui_geonosis_fighter_soldier.png,,Legacy,,,
GEONOSIANSTARFIGHTER3,Geonosian Spy's Starfighter,2,Dark Side,Attacker,Separatist|Geonosian,Stealth|Assist|Taunt|Defense Down,https://game-assets.swgoh.gg/textures/tex.charui_geonosis_fighter_spy.png,,Legacy,,,
GHOST,Ghost,2,Light Side,Attacker,Rebel|Phoenix|Cargo Ship,Target Lock|Ability Block|Protection Up|Expose|Speed Down|Gain Turn Meter|Critical Chance Down|Defense Down|AoE|Assist|+Speed|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_ghost.png,,Legacy,,,
HOUNDSTOOTH,Hound's Tooth,2,Dark Side,Tank,Bounty Hunter|Scoundrel|Cargo Ship,Taunt|Counter|Dispel|Protection Up|Gain Turn Meter|Breach,https://game-assets.swgoh.gg/textures/tex.charui_houndstooth.png,,Legacy,,,
HYENABOMBER,Hyena Bomber,2,Dark Side,Tank,Separatist|Droid,Speed Up|Target Lock|Dispel|Taunt|Critical Hit Immunity|AoE|+Speed,https://game-assets.swgoh.gg/textures/tex.charui_hyenabomber.png,,Legacy,,,
IG2000,IG-2000,2,Dark Side,Attacker,Bounty Hunter|Scoundrel|Droid,Bonus Attack|Offense Up|Target Lock|Critical Chance Down|AoE|Breach|Stun,https://game-assets.swgoh.gg/textures/tex.charui_ig2000.png,,Legacy,,,
JEDISTARFIGHTERAHSOKATANO,Ahsoka Tano's Jedi Starfighter,2,Light Side,Attacker,Galactic Republic|Jedi,Reset Cooldown|Offense Up|Target Lock|Counter|Dispel|Protection Up|Gain Turn Meter|Retribution,https://game-assets.swgoh.gg/textures/tex.charui_jedi_fighter_ahsoka.png,,Legacy,,,
JEDISTARFIGHTERANAKIN,Anakin's Eta-2 Starfighter,2,Light Side,Attacker,Galactic Republic|Jedi,Healing Immunity|Offense Up|Target Lock|Protection Up|Expose|Gain Turn Meter|AoE|Buff Immunity|Accuracy Up,https://game-assets.swgoh.gg/textures/tex.charui_jedi_fighter_anakin.png,,Legacy,,,
JEDISTARFIGHTERCONSULAR,Jedi Consular's Starfighter,2,Light Side,Support,Galactic Republic|Jedi,Heal|Defense Up|Target Lock|Protection Up|Assist,https://game-assets.swgoh.gg/textures/tex.charui_jedi_fighter.png,,Legacy,,,
MARAUDER,Marauder,2,Light Side,Support,Clone Trooper|Galactic Republic,Reset Cooldown|Offense Up|Bonus Turn|Ability Block|Dispel|Target Lock|Gain Turn Meter|AoE|Critical Damage Up|Stun|Critical Chance Up|Assist|+Speed|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_marauder.png,,Legacy,,,
MG100STARFORTRESSSF17,MG-100 StarFortress SF-17,2,Light Side,Tank,Resistance,Target Lock|Counter|Daze|Dispel|Evasion Down|Taunt|Critical Hit Immunity|Foresight|AoE|Tenacity Up|Remove Turn Meter|Assist,https://game-assets.swgoh.gg/textures/tex.charui_mg100.png,,Legacy,,,
MILLENNIUMFALCON,Han's Millennium Falcon,2,Light Side,Attacker,Rebel|Scoundrel|Cargo Ship,Target Lock|Counter|Dispel|Taunt|Gain Turn Meter|Foresight|AoE|Defense Penetration Up|Critical Damage Up|Assist|Accuracy Up,https://game-assets.swgoh.gg/textures/tex.charui_mfalcon.png,,Legacy,,,
MILLENNIUMFALCONEP7,Rey's Millennium Falcon,2,Light Side,Attacker,Resistance|Cargo Ship,Target Lock|Counter|Dispel|Protection Up|Gain Turn Meter|AoE,https://game-assets.swgoh.gg/textures/tex.charui_mfalcon_ep7.png,,Legacy,,,
MILLENNIUMFALCONPRISTINE,Lando's Millennium Falcon,2,Light Side,Attacker,Scoundrel|Cargo Ship,Bonus Turn|Counter|Dispel|Speed Up|Target Lock|Defense Penetration Up|Offense Down|Critical Damage Up|+Speed,https://game-assets.swgoh.gg/textures/tex.charui_mil_fal_pristine.png,,Legacy,,,
OUTRIDER,Outrider,2,Light Side,Support,Cargo Ship|Rebel|Scoundrel|Smuggler,Speed Up|Counter|Dispel|Target Lock|Taunt|Gain Turn Meter|Defense Down|AoE|Critical Damage Down|Tenacity Up|Remove Turn Meter|Critical Damage Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_outrider.png,,Legacy,,,
PHANTOM2,Phantom II,2,Light Side,Attacker,Rebel|Phoenix|Cargo Ship,Offense Up|Defense Up|Speed Up|Dispel|Target Lock|+Speed|Taunt|Speed Down|Critical Hit Immunity|Foresight|Advantage|Critical Chance Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_phantom2.png,,Legacy,,,
PUNISHINGONE,Punishing One,2,Dark Side,Attacker,Bounty Hunter|Scoundrel,Marked|Potency Up|Target Lock|Counter|Dispel|Taunt|AoE|Deathmark|Breach|Defense Penetration Up|Stun|Assist|+Speed|Stealth|Buff Immunity,https://game-assets.swgoh.gg/textures/tex.charui_punishingone.png,,Legacy,,,
RAVENSCLAW,Raven's Claw,2,Light Side,Support,Jedi|Rebel,Bonus Attack|Offense Up|Defense Up|Daze|Dispel|Target Lock|Taunt|Defense Down|Foresight|AoE|Remove Turn Meter|Critical Damage Up|Vulnerable|Assist|+Speed|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_ravensclaw.png,,Legacy,,,
RAZORCREST,Razor Crest,2,Light Side,Attacker,Bounty Hunter|Cargo Ship|Scoundrel,Marked|Taunt|Ability Block|Dispel|Breach|Assist|+Speed|Stealth|Buff Immunity,https://game-assets.swgoh.gg/textures/tex.charui_razorcrest.png,,Conquest,,,
ROGUEONESHIP,Rogue One,2,Light Side,Support,Cargo Ship|Rebel|Rogue One,Healing Immunity|Accuracy Down|Reset Cooldown|Speed Up|Dispel|Protection Up|Target Lock|Taunt|Breach Immunity|AoE|Breach|Tenacity Up|Assist|+Speed,https://game-assets.swgoh.gg/textures/tex.charui_rogueoneship.png,,Deadly Pursuits,,,
SCYTHE,Scythe,2,Dark Side,Support,Empire|Inquisitorius|Unaligned Force User,Marked|Fear|Dispel|Protection Up|Speed Down|Gain Turn Meter|Defense Down|Foresight|AoE|Remove Turn Meter|+Speed,https://game-assets.swgoh.gg/textures/tex.charui_scythe.png,,Conquest,,,
SITHBOMBER,B-28 Extinction-class Bomber,2,Dark Side,Tank,Sith|Sith Empire,Taunt|Defense Up|Daze|Dispel|AoE,https://game-assets.swgoh.gg/textures/tex.charui_b28extinctionclassbomber.png,,Legacy,,,
SITHFIGHTER,Sith Fighter,2,Dark Side,Attacker,Sith|Sith Empire,Foresight|Healing Immunity|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_sithfighter.png,,Legacy,,,
SITHINFILTRATOR,Scimitar,2,Dark Side,Support,Sith,Target Lock|Counter|Protection Up|Critical Hit Immunity|Remove Turn Meter|Retribution|+Speed|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_sithinfiltrator.png,,Legacy,,,
SITHSUPREMACYCLASS,Mark VI Interceptor,2,Dark Side,Attacker,Sith|Sith Empire,Defense Up|Counter|Dispel|Retribution|Speed Down|Potency Down|Damage Over Time|Shock|AoE|Critical Damage Down|Tenacity Up|Advantage|Critical Damage Up|Instant Defeat|Critical Chance Up|Assist|Accuracy Up,https://game-assets.swgoh.gg/textures/tex.charui_sithsupremacyclass.png,,Legacy,,,
SLAVE1,Slave I,2,Dark Side,Attacker,Bounty Hunter|Scoundrel|Cargo Ship,Reset Cooldown|Target Lock|Counter|Ability Block|Dispel|Protection Up|Taunt|Critical Hit Immunity|Gain Turn Meter|AoE|Breach|Retribution|+Speed,https://game-assets.swgoh.gg/textures/tex.charui_slave1.png,,Legacy,,,
TIEADVANCED,TIE Advanced x1,2,Dark Side,Attacker,Empire|Sith,Target Lock|Ability Block|Dispel|Evasion Down|Gain Turn Meter|Damage Over Time|AoE|Offense Down|Remove Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_tieadvanced.png,,Legacy,,,
TIEBOMBERIMPERIAL,Imperial TIE Bomber,2,Dark Side,Tank,Empire,Target Lock|Taunt|Dispel|AoE|Burning|Assist,https://game-assets.swgoh.gg/textures/tex.charui_tiebomber.png,,Legacy,,,
TIEDAGGER,TIE Dagger,2,Dark Side,Attacker,First Order|Sith,Healing Immunity|Bonus Turn|Counter|Ability Block|Dispel|Taunt|Gain Turn Meter|AoE|Critical Damage Up|Tenacity Down|Vulnerable|Assist,https://game-assets.swgoh.gg/textures/tex.charui_tiedagger.png,,Legacy,,,
TIEDEFENDER,TIE Defender,2,Dark Side,Attacker,Empire,Dispel|Gain Turn Meter|Foresight|Resilient Defense|Remove Turn Meter|Stun|Critical Chance Up,https://game-assets.swgoh.gg/textures/tex.charui_tiedefender.png,,Legacy,,,
TIEFIGHTERFIRSTORDER,First Order TIE Fighter,2,Dark Side,Attacker,First Order,Bonus Attack|Gain Turn Meter|Target Lock,https://game-assets.swgoh.gg/textures/tex.charui_firstorder_tiefighter.png,,Legacy,,,
TIEFIGHTERFOSF,First Order SF TIE Fighter,2,Dark Side,Attacker,First Order,Target Lock|Ability Block|Gain Turn Meter|Damage Over Time|AoE|Advantage|Assist,https://game-assets.swgoh.gg/textures/tex.charui_fosf_tie_fighter.png,,Legacy,,,
TIEFIGHTERIMPERIAL,Imperial TIE Fighter,2,Dark Side,Attacker,Empire,Foresight|Buff Immunity|Target Lock|Remove Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_tiefighter.png,,Legacy,,,
TIEINTERCEPTOR,TIE/IN Interceptor Prototype,2,Dark Side,Attacker,Empire|Inquisitorius,Target Lock|Counter|Dispel|Taunt|Gain Turn Meter|Foresight|AoE|Remove Turn Meter|Buff Immunity,https://game-assets.swgoh.gg/textures/tex.charui_tie_interceptor_prototype.png,,Conquest,,,
