source,BaseID,Name,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,updated
kyber_1000,IG88,IG-88,3,7,7,10,189,119,242,116,226,1,2026-07-31T22:00:28.864003+00:00
kyber_1000,IG90,IG-90,1,0,0,2,4,80,391,117,258,4,2026-08-01T01:37:25.290809+00:00
kyber_1000,IMAGUNDI,Ima-Gun Di,34,7,41,6,182,139,48,14,29,0,2026-07-31T22:00:44.665604+00:00
kyber_1000,IMPERIALPROBEDROID,Imperial Probe Droid,20,12,52,45,132,77,320,60,52,1,2026-07-31T13:30:10.168123+00:00
kyber_1000,IMPERIALSUPERCOMMANDO,Imperial Super Commando,3,1,24,0,273,75,231,226,32,2,2026-07-31T16:30:09.635793+00:00
kyber_1000,INQUISITORBARRISS,Inquisitor Barriss,0,3,0,5,8,56,337,257,196,2,2026-08-01T01:01:42.927450+00:00
kyber_1000,JABBATHEHUTT,Jabba the Hutt,0,0,0,0,0,1,20,109,632,129,2026-08-01T06:39:25.140910+00:00
kyber_1000,JANGOFETT,Jango Fett,4,3,8,3,13,3,441,384,78,0,2026-07-31T11:30:38.413228+00:00
kyber_1000,JARJARBINKS,Jar Jar Binks,0,0,1,1,7,40,232,301,300,6,2026-08-01T04:07:45.412547+00:00
kyber_1000,JAWA,Jawa,0,0,329,16,90,115,245,21,6,0,2026-07-31T21:30:09.815321+00:00
kyber_1000,JAWAENGINEER,Jawa Engineer,15,4,151,11,102,162,254,30,5,0,2026-07-31T18:30:41.024473+00:00
kyber_1000,JAWASCAVENGER,Jawa Scavenger,5,1,35,5,42,234,406,93,23,0,2026-07-31T18:01:56.990580+00:00
kyber_1000,JEDIKNIGHTCONSULAR,Jedi Consular,50,14,55,16,189,139,145,76,16,0,2026-07-31T21:00:09.619518+00:00
kyber_1000,ANAKINKNIGHT,Jedi Knight Anakin,3,2,9,1,7,6,405,400,99,4,2026-07-31T21:00:44.183170+00:00
kyber_1000,JEDIKNIGHTCAL,Jedi Knight Cal Kestis,0,1,0,0,1,0,115,402,361,9,2026-08-01T05:08:07.681381+00:00
kyber_1000,JEDIKNIGHTGUARDIAN,Jedi Knight Guardian,91,7,153,4,98,109,106,18,6,0,2026-07-31T21:00:27.903673+00:00
kyber_1000,JEDIKNIGHTLUKE,Jedi Knight Luke Skywalker,0,0,0,1,0,0,140,430,326,5,2026-07-31T09:01:41.283653+00:00
kyber_1000,JEDIKNIGHTREVAN,Jedi Knight Revan,1,2,4,7,14,10,138,426,315,22,2026-07-31T11:30:17.356322+00:00
kyber_1000,JEDIMASTERKENOBI,Jedi Master Kenobi,0,0,1,0,0,0,21,165,602,104,2026-07-31T08:01:14.596965+00:00
kyber_1000,GRANDMASTERLUKE,Jedi Master Luke Skywalker,0,0,1,0,1,0,2,22,440,423,2026-07-31T09:01:00.308254+00:00
kyber_1000,JEDIMASTERMACEWINDU,Jedi Master Mace Windu,0,0,1,0,2,3,55,99,705,4,2026-08-01T02:37:08.553731+00:00
kyber_1000,JOCASTANU,Jocasta Nu,0,1,1,0,0,2,110,356,407,1,2026-08-01T03:07:12.155216+00:00
kyber_1000,JOLEEBINDO,Jolee Bindo,1,1,10,6,25,74,405,283,109,3,2026-07-31T12:00:51.114874+00:00
kyber_1000,JUHANI,Juhani,1,1,4,3,18,150,474,164,75,3,2026-07-31T11:00:37.838789+00:00
kyber_1000,JYNERSO,Jyn Erso,1,0,0,1,24,332,316,107,114,0,2026-07-31T17:30:09.657902+00:00
kyber_1000,K2SO,K-2SO,7,1,26,6,245,118,267,44,156,0,2026-07-31T17:30:26.746490+00:00
kyber_1000,KANANJARRUSS3,Kanan Jarrus,10,4,78,10,149,258,161,184,36,0,2026-07-31T17:00:51.091113+00:00
kyber_1000,KELLERANBEQ,Kelleran Beq,0,3,4,1,2,1,174,418,304,1,2026-08-01T04:37:39.815636+00:00
kyber_1000,KIADIMUNDI,Ki-Adi-Mundi,0,0,0,0,33,29,351,414,56,0,2026-07-31T10:01:02.827952+00:00
kyber_1000,KITFISTO,Kit Fisto,0,3,5,2,298,55,277,178,21,0,2026-07-31T23:00:56.333627+00:00
kyber_1000,KIX,Kix,0,0,1,0,0,64,376,240,193,0,2026-08-01T02:07:45.592418+00:00
kyber_1000,KLEYA,Kleya Marki,2,8,2,19,31,70,291,190,207,33,2026-08-01T01:01:24.879210+00:00
kyber_1000,KRRSANTAN,Krrsantan,1,1,0,0,14,3,53,179,584,70,2026-08-01T06:41:16.578972+00:00
kyber_1000,KUIIL,Kuiil,19,7,34,6,396,106,183,53,11,0,2026-07-31T09:00:41.346697+00:00
kyber_1000,KXSECURITYDROID,KX Security Droid,3,33,6,104,180,94,142,75,168,27,2026-08-01T00:30:30.448603+00:00
kyber_1000,KYLEKATARN,Kyle Katarn,2,0,0,0,36,72,445,286,63,3,2026-08-01T07:38:00.575364+00:00
kyber_1000,KYLOREN,Kylo Ren,2,2,3,1,8,1,794,65,31,0,2026-07-31T22:00:11.140725+00:00
kyber_1000,KYLORENUNMASKED,Kylo Ren (Unmasked),3,2,3,3,9,2,239,316,342,13,2026-07-31T13:30:29.254335+00:00
kyber_1000,L3_37,L3-37,4,4,11,0,165,109,267,262,60,1,2026-07-31T12:30:10.692031+00:00
kyber_1000,ADMINISTRATORLANDO,Lando Calrissian,0,0,2,0,636,61,98,25,12,0,2026-07-31T19:01:34.032729+00:00
kyber_1000,GLLEIA,Leia Organa,0,0,0,0,0,1,2,5,342,543,2026-08-01T05:07:11.354500+00:00
kyber_1000,LOBOT,Lobot,0,0,52,7,30,256,365,107,55,1,2026-07-31T20:31:01.344251+00:00
kyber_1000,LOGRAY,Logray,30,7,146,6,91,67,220,97,2,0,2026-07-31T23:00:09.897063+00:00
kyber_1000,LORDVADER,Lord Vader,0,0,0,0,0,0,0,12,229,647,2026-07-31T08:00:34.857689+00:00
kyber_1000,LUKESKYWALKER,Luke Skywalker (Farmboy),99,17,232,10,105,106,93,20,5,0,2026-07-31T19:30:12.596282+00:00
kyber_1000,LUMINARAUNDULI,Luminara Unduli,1,1,3,0,121,84,419,225,38,0,2026-07-31T22:30:10.288395+00:00
kyber_1000,LUTHENRAEL,Luthen Rael,0,0,1,0,7,25,350,248,177,80,2026-08-01T04:07:11.979467+00:00
kyber_1000,MACEWINDU,Mace Windu,1,3,15,9,28,35,305,320,225,23,2026-07-31T20:30:10.468502+00:00
kyber_1000,MAGMATROOPER,Magmatrooper,11,8,20,4,384,90,174,45,23,1,2026-07-31T19:31:06.482701+00:00
kyber_1000,MAJORPARTAGAZ,Major Partagaz,4,21,3,92,186,111,196,47,161,3,2026-08-01T00:30:45.318467+00:00
kyber_1000,MARAJADE,"Mara Jade, The Emperor's Hand",2,1,2,2,21,62,535,244,49,2,2026-08-01T07:37:42.885362+00:00
kyber_1000,MARROK,Marrok,0,0,0,0,5,1,141,506,239,7,2026-08-01T03:37:15.134921+00:00
kyber_1000,MASTERQUIGON,Master Qui-Gon,1,0,1,0,12,2,14,17,814,48,2026-08-01T04:07:29.994888+00:00
kyber_1000,MAULS7,Maul,0,1,0,0,4,1,67,410,396,13,2026-07-31T08:00:52.274392+00:00
kyber_1000,MAULHATEFUELED,Maul (Hate-Fueled),0,17,0,7,2,1,8,27,317,477,2026-08-01T01:01:52.076929+00:00
kyber_1000,MAZKANATA,Maz Kanata,0,0,0,0,1,5,257,378,229,3,2026-08-01T02:07:46.291245+00:00
kyber_1000,MERRIN,Merrin,14,0,3,3,12,18,613,198,30,3,2026-08-01T05:37:29.782214+00:00
kyber_1000,MISSIONVAO,Mission Vao,3,0,8,4,44,288,378,135,28,0,2026-07-31T12:00:29.745698+00:00
kyber_1000,HUMANTHUG,Mob Enforcer,0,0,196,8,353,68,125,60,9,0,2026-07-31T19:01:33.793876+00:00
kyber_1000,MOFFGIDEONS1,Moff Gideon,1,2,4,1,23,84,275,457,43,1,2026-07-31T09:00:13.720177+00:00
kyber_1000,MONMOTHMA,Mon Mothma,1,0,0,0,298,149,353,53,27,0,2026-07-31T09:01:20.243196+00:00
kyber_1000,MORGANELSBETH,Morgan Elsbeth,0,1,0,0,6,1,264,316,273,36,2026-08-01T03:38:01.497966+00:00
kyber_1000,MOTHERTALZIN,Mother Talzin,2,3,119,13,257,132,275,69,9,0,2026-07-31T14:00:16.929432+00:00
kyber_1000,NIGHTTROOPER,Night Trooper,0,0,0,0,3,3,215,135,529,2,2026-08-01T04:07:12.459250+00:00
kyber_1000,NIGHTSISTERACOLYTE,Nightsister Acolyte,40,5,223,8,174,52,108,71,14,0,2026-07-31T21:00:42.835390+00:00
kyber_1000,NIGHTSISTERINITIATE,Nightsister Initiate,51,11,197,3,124,88,45,86,25,0,2026-07-31T21:30:27.249930+00:00
kyber_1000,NIGHTSISTERSPIRIT,Nightsister Spirit,0,1,8,3,7,13,137,424,210,97,2026-07-31T13:30:50.796421+00:00
kyber_1000,NIGHTSISTERZOMBIE,Nightsister Zombie,2,0,73,6,382,107,193,78,24,0,2026-07-31T13:30:49.131023+00:00
kyber_1000,NINTHSISTER,Ninth Sister,0,6,7,0,28,15,491,205,159,3,2026-08-01T07:37:08.982036+00:00
kyber_1000,NUTEGUNRAY,Nute Gunray,4,1,3,0,2,0,712,158,20,0,2026-07-31T23:00:25.681575+00:00
kyber_1000,OLDBENKENOBI,Obi-Wan Kenobi (Old Ben),5,8,9,2,304,132,317,84,60,1,2026-07-31T22:01:05.313441+00:00
kyber_1000,DAKA,Old Daka,0,0,41,9,214,81,336,132,62,0,2026-07-31T19:30:31.898463+00:00
kyber_1000,BADBATCHOMEGA,Omega,18,1,78,9,194,175,238,84,43,1,2026-07-31T08:00:59.046017+00:00
kyber_1000,OMEGAS3,Omega (Fugitive),5,0,6,3,61,89,395,217,89,5,2026-08-01T03:07:30.322888+00:00
kyber_1000,PADAWANOBIWAN,Padawan Obi-Wan,0,0,1,3,13,4,9,21,787,74,2026-08-01T04:07:31.489772+00:00
kyber_1000,PADAWANSABINE,Padawan Sabine Wren,2,0,2,1,2,4,111,339,414,19,2026-08-01T03:08:15.731733+00:00
kyber_1000,PADMEAMIDALA,Padmé Amidala,1,1,7,4,12,0,4,815,74,1,2026-07-31T10:30:54.292818+00:00
kyber_1000,PAO,Pao,4,3,5,3,399,113,208,50,81,0,2026-07-31T16:30:49.526566+00:00
kyber_1000,PAPLOO,Paploo,50,10,173,9,112,95,203,70,3,0,2026-07-31T23:00:41.753849+00:00
kyber_1000,PAZVIZSLA,Paz Vizsla,0,1,1,1,5,1,405,180,298,12,2026-08-01T04:37:56.474896+00:00
kyber_1000,GLHONDO,Pirate King Hondo Ohnaka,0,0,0,0,0,0,0,0,417,457,2026-08-01T02:07:13.786260+00:00
kyber_1000,PLOKOON,Plo Koon,0,0,6,3,6,0,0,802,79,0,2026-07-31T19:01:51.434841+00:00
kyber_1000,POE,Poe Dameron,0,0,0,0,420,50,322,68,27,0,2026-07-31T23:00:26.639430+00:00
kyber_1000,POGGLETHELESSER,Poggle the Lesser,53,8,194,15,145,115,243,73,7,0,2026-07-31T20:30:46.011536+00:00
kyber_1000,PRINCESSKNEESAA,Princess Kneesaa,0,0,0,0,4,0,704,122,5,0,2026-08-01T05:07:50.582891+00:00
kyber_1000,PRINCESSLEIA,Princess Leia,2,5,107,14,44,206,356,142,21,0,2026-07-31T21:30:09.856715+00:00
kyber_1000,QIRA,Qi'ra,3,0,7,0,292,104,159,279,8,0,2026-07-31T12:30:33.486204+00:00
kyber_1000,QUEENAMIDALA,Queen Amidala,0,0,0,0,4,2,18,81,673,116,2026-08-01T04:08:04.484121+00:00
kyber_1000,QUIGONJINN,Qui-Gon Jinn,1,1,35,5,316,123,278,118,20,0,2026-07-31T19:31:03.817884+00:00
kyber_1000,QUIGGOLD,Quiggold,0,0,1,0,4,7,142,232,452,38,2026-08-01T02:08:02.329764+00:00
kyber_1000,R2D2_LEGENDARY,R2-D2,5,6,4,4,4,1,4,216,638,42,2026-07-31T16:30:09.669751+00:00
kyber_1000,R5D4,R5-D4,9,32,10,154,54,18,50,29,184,0,2026-08-01T00:30:25.959263+00:00
kyber_1000,RANGETROOPER,Range Trooper,2,3,58,14,308,83,222,141,13,1,2026-07-31T12:01:06.369542+00:00
kyber_1000,SCORCH,"RC-1262 ""Scorch""",0,0,0,0,7,0,26,39,784,29,2026-08-01T02:37:23.002697+00:00
kyber_1000,HOTHLEIA,Rebel Officer Leia Organa,0,0,2,4,528,82,118,102,21,0,2026-07-31T16:00:46.913155+00:00
kyber_1000,EPIXFINN,Resistance Hero Finn,0,0,0,1,248,86,386,108,50,0,2026-07-31T10:00:14.243321+00:00
kyber_1000,EPIXPOE,Resistance Hero Poe,0,0,0,0,372,104,309,73,18,0,2026-07-31T10:00:14.217197+00:00
kyber_1000,RESISTANCEPILOT,Resistance Pilot,0,0,314,21,298,61,125,29,15,0,2026-07-31T19:30:32.177536+00:00
kyber_1000,RESISTANCETROOPER,Resistance Trooper,0,0,0,0,569,51,166,45,32,0,2026-07-31T21:30:42.364188+00:00
kyber_1000,GLREY,Rey,0,0,0,0,0,1,3,10,97,777,2026-07-31T09:30:58.641919+00:00
kyber_1000,DARKREY,Rey (Dark Side Vision),0,0,0,0,0,1,26,284,546,28,2026-08-01T03:07:59.299747+00:00
kyber_1000,REYJEDITRAINING,Rey (Jedi Training),0,2,4,2,2,2,717,108,64,0,2026-07-31T13:00:59.748324+00:00
kyber_1000,REY,Rey (Scavenger),0,0,2,1,7,3,18,829,24,2,2026-07-31T21:00:58.589131+00:00
kyber_1000,ROSETICO,Rose Tico,0,0,0,0,368,119,282,73,39,1,2026-07-31T13:00:45.040787+00:00
kyber_1000,RACCOON,Rotta the Hutt,0,89,1,301,108,0,1,10,36,235,2026-08-01T00:30:06.783913+00:00
kyber_1000,ROYALGUARD,Royal Guard,0,1,13,5,29,76,360,232,184,3,2026-07-31T19:02:09.469277+00:00
kyber_1000,SABINEWRENS3,Sabine Wren,8,9,26,11,147,237,235,215,17,0,2026-07-31T16:31:09.205323+00:00
kyber_1000,SANASTARROS,Sana Starros,0,0,0,0,428,78,238,85,18,0,2026-08-01T06:08:02.602102+00:00
kyber_1000,SATELESHAN,Satele Shan,2,0,0,0,0,0,5,37,462,354,2026-08-01T01:02:00.909685+00:00
kyber_1000,SAVAGEOPRESS,Savage Opress,0,1,1,0,22,48,475,282,62,2,2026-07-31T21:30:57.118592+00:00
kyber_1000,SAWGERRERA,Saw Gerrera,2,1,1,1,10,32,581,216,46,7,2026-08-01T05:37:13.716075+00:00
kyber_1000,SCARIFREBEL,Scarif Rebel Pathfinder,24,3,80,17,356,97,125,82,61,0,2026-07-31T18:01:12.175176+00:00
kyber_1000,SCOUTTROOPER_V3,Scout Trooper,1,0,0,0,0,1,314,550,25,1,2026-08-01T05:07:33.308122+00:00
kyber_1000,SECONDSISTER,Second Sister,1,1,1,0,176,87,428,180,29,1,2026-08-01T07:37:16.850775+00:00
kyber_1000,SEVENTHSISTER,Seventh Sister,0,6,3,2,13,11,268,423,198,2,2026-08-01T07:08:06.973438+00:00
kyber_1000,SHAAKTI,Shaak Ti,0,1,2,5,12,6,485,316,98,0,2026-07-31T10:30:41.291951+00:00
kyber_1000,SHINHATI,Shin Hati,0,1,0,0,1,0,132,539,208,13,2026-08-01T03:37:27.003720+00:00
kyber_1000,SHORETROOPER,Shoretrooper,6,5,42,4,277,84,268,149,28,1,2026-07-31T18:01:12.150737+00:00
kyber_1000,SITHASSASSIN,Sith Assassin,0,0,0,0,118,29,138,159,438,1,2026-07-31T17:01:30.932320+00:00
kyber_1000,SITHTROOPER,Sith Empire Trooper,0,0,1,0,7,1,604,136,141,0,2026-07-31T17:01:30.686179+00:00
kyber_1000,SITHPALPATINE,Sith Eternal Emperor,0,1,0,0,1,2,19,139,601,136,2026-07-31T09:00:40.994306+00:00
kyber_1000,SITHMARAUDER,Sith Marauder,0,0,1,0,3,0,471,260,151,18,2026-07-31T13:00:29.700149+00:00
kyber_1000,FOSITHTROOPER,Sith Trooper,0,0,2,0,14,8,350,317,208,15,2026-07-31T10:00:37.280835+00:00
kyber_1000,UNDERCOVERLANDO,Skiff Guard (Lando Calrissian),0,0,0,2,39,52,298,433,73,1,2026-08-01T06:40:37.201181+00:00
kyber_1000,SM33,SM-33,0,0,0,0,0,3,26,145,669,26,2026-08-01T02:37:23.675595+00:00
kyber_1000,SNOWTROOPER,Snowtrooper,22,7,55,10,305,106,155,103,21,1,2026-07-31T22:30:26.959414+00:00
kyber_1000,REMNANTSNOWCOMMANDER,Snowtrooper Commander,5,44,11,125,61,27,75,50,103,6,2026-08-01T00:00:24.428003+00:00
kyber_1000,STAP,STAP,7,2,20,0,155,84,308,263,20,0,2026-08-01T04:37:10.089287+00:00
kyber_1000,STARKILLER,Starkiller,0,1,0,2,1,1,10,115,546,218,2026-08-01T07:37:32.449339+00:00
kyber_1000,STORMTROOPER,Stormtrooper,7,2,56,3,296,58,217,177,36,2,2026-07-31T20:00:10.448459+00:00
kyber_1000,STORMTROOPERHAN,Stormtrooper Han,6,5,22,4,81,202,367,125,51,3,2026-07-31T23:31:00.923919+00:00
kyber_1000,STORMTROOPERLUKE,Stormtrooper Luke,2,1,0,5,4,163,395,105,186,1,2026-08-01T01:37:25.290164+00:00
kyber_1000,SUNFAC,Sun Fac,20,5,142,32,199,128,257,85,23,0,2026-07-31T23:30:09.565208+00:00
kyber_1000,SUPREMELEADERKYLOREN,Supreme Leader Kylo Ren,0,0,0,0,1,0,3,39,441,411,2026-07-31T09:31:17.229195+00:00
kyber_1000,T3_M4,T3-M4,23,5,131,9,343,128,166,35,21,1,2026-07-31T12:00:48.255578+00:00
kyber_1000,TALIA,Talia,44,8,179,8,158,155,114,31,25,0,2026-07-31T23:30:27.952114+00:00
kyber_1000,TARFFUL,Tarfful,3,3,12,2,43,89,538,121,25,0,2026-08-01T05:37:13.731396+00:00
kyber_1000,TARONMALICOS,Taron Malicos,0,0,0,0,0,2,22,316,452,93,2026-08-01T05:07:51.849309+00:00
kyber_1000,BADBATCHTECH,Tech,0,0,0,2,379,80,273,105,45,1,2026-07-31T08:31:13.223326+00:00
kyber_1000,TEEBO,Teebo,83,11,149,7,80,95,167,35,3,0,2026-07-31T22:30:57.841130+00:00
kyber_1000,VANGUARDTEMPLEGUARD,Temple Guard,0,0,0,0,11,11,106,122,636,1,2026-08-01T02:37:08.973382+00:00
kyber_1000,ARMORER,The Armorer,5,0,14,6,223,163,296,104,49,0,2026-07-31T08:31:53.184926+00:00
kyber_1000,THEMANDALORIAN,The Mandalorian,4,6,9,8,76,160,278,108,28,255,2026-07-31T09:30:59.777869+00:00
kyber_1000,THEMANDALORIANBESKARARMOR,The Mandalorian (Beskar Armor),2,1,2,2,5,4,162,373,330,32,2026-07-31T08:31:56.424798+00:00
kyber_1000,STRANGER,The Stranger,0,0,0,0,0,0,7,77,613,176,2026-08-01T01:37:50.403609+00:00
kyber_1000,THIRDSISTER,Third Sister,0,0,0,0,0,0,59,282,528,15,2026-08-01T06:08:01.732986+00:00
kyber_1000,C3POCHEWBACCA,Threepio & Chewie,1,1,2,2,10,2,692,164,33,1,2026-07-31T09:01:24.478805+00:00
kyber_1000,TIEFIGHTERPILOT,TIE Fighter Pilot,0,0,0,0,411,53,237,142,16,1,2026-07-31T17:30:59.188555+00:00
kyber_1000,TUSKENCHIEFTAIN,Tusken Chieftain,3,0,19,4,292,102,322,114,10,0,2026-08-01T06:07:11.118583+00:00
kyber_1000,TUSKENRAIDER,Tusken Raider,0,0,0,0,353,84,279,134,15,1,2026-07-31T19:30:49.827263+00:00
kyber_1000,TUSKENSHAMAN,Tusken Shaman,8,3,73,10,375,70,211,48,36,0,2026-07-31T18:30:42.230681+00:00
kyber_1000,TUSKENHUNTRESS,Tusken Warrior,1,0,13,3,199,113,339,177,22,0,2026-08-01T05:37:45.166529+00:00
kyber_1000,UGNAUGHT,Ugnaught,0,0,3,2,14,203,241,54,8,306,2026-07-31T20:00:29.350012+00:00
kyber_1000,URORRURRR,URoRRuR'R'R,0,0,0,147,371,51,227,65,7,0,2026-07-31T21:30:26.009040+00:00
kyber_1000,YOUNGCHEWBACCA,Vandor Chewbacca,15,1,40,4,227,90,321,61,80,2,2026-07-31T12:30:46.840967+00:00
kyber_1000,VANE,Vane,0,1,0,0,0,0,11,23,600,240,2026-08-01T02:07:29.877562+00:00
kyber_1000,VEL,Vel Sartha,4,16,0,33,65,110,279,105,199,32,2026-08-01T01:01:12.686544+00:00
kyber_1000,SMUGGLERCHEWBACCA,Veteran Smuggler Chewbacca,0,0,13,2,6,5,757,61,21,0,2026-07-31T16:00:10.708507+00:00
kyber_1000,SMUGGLERHAN,Veteran Smuggler Han Solo,0,1,329,13,254,139,89,19,4,0,2026-07-31T16:00:10.687540+00:00
kyber_1000,VISASMARR,Visas Marr,0,1,2,1,36,98,509,193,48,1,2026-07-31T12:31:06.420623+00:00
kyber_1000,WAMPA,Wampa,1,1,14,7,41,31,359,331,117,10,2026-07-31T13:30:10.201729+00:00
kyber_1000,WATTAMBOR,Wat Tambor,0,1,2,2,0,0,746,118,30,0,2026-07-31T10:30:15.231472+00:00
kyber_1000,WEDGEANTILLES,Wedge Antilles,0,0,305,18,219,113,168,55,9,0,2026-07-31T18:30:26.539769+00:00
kyber_1000,WICKET,Wicket,2,4,395,9,112,46,182,57,22,0,2026-07-31T21:00:28.091029+00:00
kyber_1000,BADBATCHWRECKER,Wrecker,0,1,0,2,391,77,254,111,37,1,2026-07-31T08:30:44.931538+00:00
kyber_1000,WRECKERS3,Wrecker (Mercenary),4,0,10,1,39,74,291,178,200,73,2026-08-01T02:38:01.218398+00:00
kyber_1000,YODACHEWBACCA,Yoda & Chewie,1,0,0,3,8,164,399,78,181,1,2026-08-01T01:37:09.211697+00:00
kyber_1000,YOUNGHAN,Young Han Solo,10,3,8,2,372,191,115,11,69,0,2026-07-31T12:30:49.380969+00:00
kyber_1000,YOUNGLANDO,Young Lando Calrissian,21,3,32,3,96,439,159,34,13,0,2026-07-31T12:30:10.679814+00:00
kyber_1000,ZAALBAR,Zaalbar,2,2,13,3,32,86,411,202,126,14,2026-07-31T12:00:32.827072+00:00
kyber_1000,ZAMWESELL,Zam Wesell,0,1,1,2,0,0,715,141,21,0,2026-07-31T18:02:15.210667+00:00
kyber_1000,RANGERZEB,Zeb Orrelios (New Republic Pilot),8,34,13,155,61,27,71,39,123,10,2026-08-01T00:30:18.764722+00:00
kyber_1000,ZORIIBLISS_V2,Zorii Bliss,3,0,12,3,195,56,480,105,28,0,2026-08-01T06:07:30.814598+00:00
kyber_1000,ZUCKUSS,Zuckuss,4,4,10,8,21,74,321,102,289,2,2026-08-01T01:37:38.403799+00:00
